model_name,dataset,roc_auc,pr_auc,brier_score,recall_1pct_fpr,recall_5pct_fpr
XGBoost,American,0.8353701117318436,0.4402545314624643,0.03245960001894136,0.2916666666666667,0.4583333333333333
LightGBM,American,0.8379888268156425,0.40548529764646973,0.03804579704130279,0.375,0.4583333333333333
CatBoost,American,0.8528864059590316,0.46411847083702323,0.05469867799696652,0.375,0.5
