model_name,dataset,roc_auc,pr_auc,brier_score,recall_1pct_fpr,recall_5pct_fpr
Logistic Regression,Taiwan,0.9230371900826446,0.334775533062626,0.09293498664752733,0.20454545454545456,0.6136363636363636
Random Forest,Taiwan,0.9460055096418734,0.4982266517111852,0.02977210490945774,0.3409090909090909,0.7272727272727273
CatBoost,Taiwan,0.9429924242424242,0.444058469539564,0.030742064860287792,0.2727272727272727,0.7045454545454546
