iter	Logloss
210	0.2161911395
211	0.2157336496
212	0.2154113087
213	0.2149301756
214	0.214385037
215	0.2138282468
216	0.2134955462
217	0.2129738848
218	0.2124499757
219	0.2121030816
220	0.2117204567
221	0.2109791273
222	0.210508983
223	0.2103518394
224	0.2096589386
225	0.2089194889
226	0.2086404596
227	0.2080669508
228	0.2076522882
229	0.2071366053
230	0.2064173481
231	0.2059943838
232	0.2056688616
233	0.2053408235
234	0.20477754
235	0.2043697185
236	0.2037533167
237	0.2032476077
238	0.2028795807
239	0.2024233142
240	0.2021842899
241	0.2016124961
242	0.2012569587
243	0.2007099338
244	0.2001816979
245	0.1999069101
246	0.199194372
247	0.1985963454
248	0.1983189906
249	0.1977301171
250	0.1974163766
251	0.1969014676
252	0.1964782363
253	0.1960967942
254	0.1956849137
255	0.1955520567
256	0.1952552594
257	0.1946437376
258	0.1944807828
259	0.1941447869
260	0.1939225725
261	0.193351458
262	0.1930986456
263	0.1928040522
264	0.1922596105
265	0.1917736405
266	0.191471099
267	0.1911697769
268	0.1908368087
269	0.1906269831
270	0.1902735207
271	0.1898185774
272	0.1894792921
273	0.1892570258
274	0.1889374
275	0.1884871082
276	0.1881598113
277	0.1877702324
278	0.1875751883
279	0.1872680175
280	0.1868889484
281	0.1865258977
282	0.1861088512
283	0.1859316423
284	0.1856195622
285	0.1852965072
286	0.1850867606
287	0.1848083721
288	0.184571846
289	0.1841566917
290	0.1837858037
291	0.1835554528
292	0.1831889345
293	0.1827703472
294	0.182266789
295	0.1819874151
296	0.1815873124
297	0.1812845791
298	0.180938827
299	0.1804655568
300	0.1800951044
301	0.1797797695
302	0.1795494621
303	0.1791814914
304	0.178834758
305	0.1785324723
306	0.1782759369
307	0.1779474911
308	0.1775951598
309	0.1773411579
310	0.1769897642
311	0.1767188593
312	0.1763474632
313	0.1759730045
314	0.1756261048
315	0.1752974322
316	0.1749409505
317	0.1746845805
318	0.1744305565
319	0.1741507995
320	0.1739098957
321	0.1734226784
322	0.1731668997
323	0.1728957664
324	0.1725812145
325	0.1723191036
326	0.1721041439
327	0.1716942742
328	0.1714891792
329	0.1711679907
330	0.1708374901
331	0.170496389
332	0.1702449621
333	0.1699844929
334	0.1695244439
335	0.1692115777
336	0.1689945896
337	0.1686821565
338	0.1684350839
339	0.1682312879
340	0.1678868143
341	0.1676762856
342	0.1675146611
343	0.1672800791
344	0.1669458749
345	0.1667467648
346	0.1665740959
347	0.1662282685
348	0.1660433194
349	0.1657651059
350	0.1654204855
351	0.16509334
352	0.1649129298
353	0.1646419837
354	0.1642837937
355	0.1641360129
356	0.1638621243
357	0.1636774655
358	0.1632933011
359	0.163093086
360	0.1629521491
361	0.1627469172
362	0.1626119876
363	0.162384387
364	0.1620173375
365	0.1617824972
366	0.1614922197
367	0.161251571
368	0.1609809092
369	0.1607364384
370	0.1603285284
371	0.1601838973
372	0.1599115875
373	0.1595428578
374	0.1592424184
375	0.158815659
376	0.1584594012
377	0.1582742343
378	0.1580582274
379	0.1578364455
380	0.1576939984
381	0.1572646084
382	0.1569387813
383	0.1567690462
384	0.1563908589
385	0.1559397718
386	0.155794572
387	0.155630106
388	0.1551691574
389	0.155004571
390	0.1547730115
391	0.1545638657
392	0.1541507917
393	0.1539565099
394	0.1536003882
395	0.1532709232
396	0.1530870279
397	0.1528155592
398	0.1525981686
399	0.1523458718
400	0.1522065692
401	0.1519035512
402	0.15149278
403	0.1512333665
404	0.1508504651
405	0.1506001386
406	0.1503722606
407	0.1502181943
408	0.1500276608
409	0.1498326895
410	0.1495187473
411	0.1490081752
412	0.1488307076
413	0.1485817724
414	0.1484469443
415	0.1481984054
416	0.1479094056
417	0.1476086746
418	0.1473355884
419	0.1469994036
420	0.1467785597
421	0.1464646121
422	0.1461882554
423	0.1461164208
424	0.1458049133
425	0.1455131557
426	0.1453153093
427	0.1452001682
428	0.1448983807
429	0.1447752098
430	0.1445355768
431	0.1441646328
432	0.1439024863
433	0.1436171396
434	0.1433982519
435	0.143063364
436	0.1428463064
437	0.1425630811
438	0.1424581224
439	0.142168866
440	0.1419888103
441	0.1418390309
442	0.1417752991
443	0.1414119991
444	0.1413076888
445	0.1412283226
446	0.1409626911
447	0.1408013333
448	0.1406710542
449	0.1405512342
450	0.1403037994
451	0.1401659394
452	0.1399505799
453	0.139789574
454	0.1396549145
455	0.1394811886
456	0.1393472043
457	0.1390881723
458	0.1387518147
459	0.1383472414
460	0.1380501221
461	0.137755257
462	0.137612498
463	0.1374621129
464	0.1371639963
465	0.1369049259
466	0.1367546758
467	0.1365203995
468	0.136285406
469	0.1361220606
470	0.1359869848
471	0.135842031
472	0.1355438378
473	0.1354014296
474	0.1352114541
475	0.134973703
476	0.1347731312
477	0.1344445751
478	0.1343338518
479	0.1341463302
480	0.1339748165
481	0.1338747769
482	0.1335994698
483	0.1334832958
484	0.1332136546
485	0.1329769712
486	0.1328586509
487	0.1326397887
488	0.13251683
489	0.1323030871
490	0.1321195046
491	0.131822541
492	0.1315847252
493	0.1313954159
494	0.1312141958
495	0.1309091169
496	0.1308113947
497	0.1306645753
498	0.1305501472
499	0.130364482
